data,selic_meta,ipca_mensal,dolar_venda,cdi_diario
2021-01-25,2.0,,5.5089,0.007469
2021-01-26,2.0,,5.3865,0.007469
2021-01-27,2.0,,5.3824,0.007469
2021-01-28,2.0,,5.4282,0.007469
2021-01-29,2.0,,5.4759,0.007469
2021-01-30,2.0,,,
2021-01-31,2.0,,,
2021-02-01,2.0,0.86,5.4608,0.007469
2021-02-02,2.0,,5.3875,0.007469
2021-02-03,2.0,,5.3423,0.007469
2021-02-04,2.0,,5.391,0.007469
2021-02-05,2.0,,5.3884,0.007469
2021-02-06,2.0,,,
2021-02-07,2.0,,,
2021-02-08,2.0,,5.367,0.007469
2021-02-09,2.0,,5.4216,0.007469
2021-02-10,2.0,,5.4024,0.007469
2021-02-11,2.0,,5.3626,0.007469
2021-02-12,2.0,,5.3815,0.007469
2021-02-13,2.0,,,
2021-02-14,2.0,,,
2021-02-15,2.0,,,
2021-02-16,2.0,,,
2021-02-17,2.0,,5.4138,0.007469
2021-02-18,2.0,,5.4238,0.007469
2021-02-19,2.0,,5.3924,0.007469
2021-02-20,2.0,,,
2021-02-21,2.0,,,
2021-02-22,2.0,,5.5044,0.007469
2021-02-23,2.0,,5.449,0.007469
2021-02-24,2.0,,5.4182,0.007469
2021-02-25,2.0,,5.46,0.007469
2021-02-26,2.0,,5.5302,0.007469
2021-02-27,2.0,,,
2021-02-28,2.0,,,
2021-03-01,2.0,0.93,5.5832,0.007469
2021-03-02,2.0,,5.6844,0.007469
2021-03-03,2.0,,5.7342,0.007469
2021-03-04,2.0,,5.6008,0.007469
2021-03-05,2.0,,5.687,0.007469
2021-03-06,2.0,,,
2021-03-07,2.0,,,
2021-03-08,2.0,,5.7343,0.007469
2021-03-09,2.0,,5.8397,0.007469
2021-03-10,2.0,,5.7449,0.007469
2021-03-11,2.0,,5.589,0.007469
2021-03-12,2.0,,5.564,0.007469
2021-03-13,2.0,,,
2021-03-14,2.0,,,
2021-03-15,2.0,,5.6296,0.007469
2021-03-16,2.0,,5.5851,0.007469
2021-03-17,2.0,,5.6579,0.007469
2021-03-18,2.75,,5.5474,0.010379
2021-03-19,2.75,,5.5082,0.010379
2021-03-20,2.75,,,
2021-03-21,2.75,,,
2021-03-22,2.75,,5.5269,0.010379
2021-03-23,2.75,,5.4951,0.010379
2021-03-24,2.75,,5.533,0.010379
2021-03-25,2.75,,5.6585,0.010379
2021-03-26,2.75,,5.7042,0.010379
2021-03-27,2.75,,,
2021-03-28,2.75,,,
2021-03-29,2.75,,5.7925,0.010379
2021-03-30,2.75,,5.7642,0.010379
2021-03-31,2.75,,5.6973,0.010379
2021-04-01,2.75,0.31,5.6849,0.010379
2021-04-02,2.75,,,
2021-04-03,2.75,,,
2021-04-04,2.75,,,
2021-04-05,2.75,,5.6579,0.010379
2021-04-06,2.75,,5.6263,0.010379
2021-04-07,2.75,,5.5864,0.010379
2021-04-08,2.75,,5.5817,0.010379
2021-04-09,2.75,,5.6445,0.010379
2021-04-10,2.75,,,
2021-04-11,2.75,,,
2021-04-12,2.75,,5.6582,0.010379
2021-04-13,2.75,,5.7064,0.010379
2021-04-14,2.75,,5.6936,0.010379
2021-04-15,2.75,,5.6234,0.010379
2021-04-16,2.75,,5.6328,0.010379
2021-04-17,2.75,,,
2021-04-18,2.75,,,
2021-04-19,2.75,,5.575,0.010379
2021-04-20,2.75,,5.5266,0.010379
2021-04-21,2.75,,,
2021-04-22,2.75,,5.497,0.010379
2021-04-23,2.75,,5.4787,0.010379
2021-04-24,2.75,,,
2021-04-25,2.75,,,
2021-04-26,2.75,,5.4566,0.010379
2021-04-27,2.75,,5.4424,0.010379
2021-04-28,2.75,,5.4005,0.010379
2021-04-29,2.75,,5.3662,0.010379
2021-04-30,2.75,,5.4036,0.010379
2021-05-01,2.75,0.83,,
2021-05-02,2.75,,,
2021-05-03,2.75,,5.4087,0.010379
2021-05-04,2.75,,5.4505,0.010379
2021-05-05,2.75,,5.3872,0.010379
2021-05-06,3.5,,5.2897,0.013269
2021-05-07,3.5,,5.2217,0.013269
2021-05-08,3.5,,,
2021-05-09,3.5,,,
2021-05-10,3.5,,5.2227,0.013269
2021-05-11,3.5,,5.2403,0.013269
2021-05-12,3.5,,5.2353,0.013269
2021-05-13,3.5,,5.2815,0.013269
2021-05-14,3.5,,5.2701,0.013269
2021-05-15,3.5,,,
2021-05-16,3.5,,,
2021-05-17,3.5,,5.2755,0.013269
2021-05-18,3.5,,5.2588,0.013269
2021-05-19,3.5,,5.2822,0.013269
2021-05-20,3.5,,5.2905,0.013269
2021-05-21,3.5,,5.3027,0.013269
2021-05-22,3.5,,,
2021-05-23,3.5,,,
2021-05-24,3.5,,5.3198,0.013269
2021-05-25,3.5,,5.3143,0.013269
2021-05-26,3.5,,5.3164,0.013269
2021-05-27,3.5,,5.284,0.013269
2021-05-28,3.5,,5.2281,0.013269
2021-05-29,3.5,,,
2021-05-30,3.5,,,
2021-05-31,3.5,,5.2322,0.013269
2021-06-01,3.5,0.53,5.1636,0.013269
2021-06-02,3.5,,5.1147,0.013269
2021-06-03,3.5,,,
2021-06-04,3.5,,5.0666,0.013269
2021-06-05,3.5,,,
2021-06-06,3.5,,,
2021-06-07,3.5,,5.0498,0.013269
2021-06-08,3.5,,5.0489,0.013269
2021-06-09,3.5,,5.0533,0.013269
2021-06-10,3.5,,5.0635,0.013269
2021-06-11,3.5,,5.119,0.013269
2021-06-12,3.5,,,
2021-06-13,3.5,,,
2021-06-14,3.5,,5.0707,0.013269
2021-06-15,3.5,,5.0874,0.013269
2021-06-16,3.5,,5.0207,0.013269
2021-06-17,4.25,,5.0359,0.016137
2021-06-18,4.25,,5.0314,0.016137
2021-06-19,4.25,,,
2021-06-20,4.25,,,
2021-06-21,4.25,,5.0373,0.016137
2021-06-22,4.25,,5.0178,0.016137
2021-06-23,4.25,,4.9519,0.016137
2021-06-24,4.25,,4.9277,0.016137
2021-06-25,4.25,,4.9206,0.016137
2021-06-26,4.25,,,
2021-06-27,4.25,,,
2021-06-28,4.25,,4.942,0.016137
2021-06-29,4.25,,4.945,0.016137
2021-06-30,4.25,,5.0022,0.016137
2021-07-01,4.25,0.96,5.0055,0.016137
2021-07-02,4.25,,5.0293,0.016137
2021-07-03,4.25,,,
2021-07-04,4.25,,,
2021-07-05,4.25,,5.0749,0.016137
2021-07-06,4.25,,5.1645,0.016137
2021-07-07,4.25,,5.2328,0.016137
2021-07-08,4.25,,5.2587,0.016137
2021-07-09,4.25,,5.2393,0.016137
2021-07-10,4.25,,,
2021-07-11,4.25,,,
2021-07-12,4.25,,5.2239,0.016137
2021-07-13,4.25,,5.177,0.016137
2021-07-14,4.25,,5.088,0.016137
2021-07-15,4.25,,5.1,0.016137
2021-07-16,4.25,,5.0941,0.016137
2021-07-17,4.25,,,
2021-07-18,4.25,,,
2021-07-19,4.25,,5.1978,0.016137
2021-07-20,4.25,,5.2465,0.016137
2021-07-21,4.25,,5.2516,0.016137
2021-07-22,4.25,,5.1978,0.016137
2021-07-23,4.25,,5.1701,0.016137
2021-07-24,4.25,,,
2021-07-25,4.25,,,
2021-07-26,4.25,,5.1863,0.016137
2021-07-27,4.25,,5.1669,0.016137
2021-07-28,4.25,,5.1527,0.016137
2021-07-29,4.25,,5.0682,0.016137
2021-07-30,4.25,,5.1216,0.016137
2021-07-31,4.25,,,
2021-08-01,4.25,0.87,,
2021-08-02,4.25,,5.1379,0.016137
2021-08-03,4.25,,5.2464,0.016137
2021-08-04,4.25,,5.2091,0.016137
2021-08-05,5.25,,5.1464,0.01993
2021-08-06,5.25,,5.241,0.01993
2021-08-07,5.25,,,
2021-08-08,5.25,,,
2021-08-09,5.25,,5.2774,0.01993
2021-08-10,5.25,,5.2217,0.01993
2021-08-11,5.25,,5.2013,0.01993
2021-08-12,5.25,,5.2351,0.01993
2021-08-13,5.25,,5.2474,0.01993
2021-08-14,5.25,,,
2021-08-15,5.25,,,
2021-08-16,5.25,,5.2495,0.01993
2021-08-17,5.25,,5.2585,0.01993
2021-08-18,5.25,,5.3025,0.01993
2021-08-19,5.25,,5.418,0.01993
2021-08-20,5.25,,5.4274,0.01993
2021-08-21,5.25,,,
2021-08-22,5.25,,,
2021-08-23,5.25,,5.3686,0.01993
2021-08-24,5.25,,5.3017,0.01993
2021-08-25,5.25,,5.2465,0.01993
2021-08-26,5.25,,5.2429,0.01993
2021-08-27,5.25,,5.22,0.01993
2021-08-28,5.25,,,
2021-08-29,5.25,,,
2021-08-30,5.25,,5.1952,0.01993
2021-08-31,5.25,,5.1433,0.01993
2021-09-01,5.25,1.16,5.1576,0.01993
2021-09-02,5.25,,5.1735,0.01993
2021-09-03,5.25,,5.1685,0.01993
2021-09-04,5.25,,,
2021-09-05,5.25,,,
2021-09-06,5.25,,5.1773,0.01993
2021-09-07,5.25,,,
2021-09-08,5.25,,5.2524,0.01993
2021-09-09,5.25,,5.2825,0.01993
2021-09-10,5.25,,5.2158,0.01993
2021-09-11,5.25,,,
2021-09-12,5.25,,,
2021-09-13,5.25,,5.219,0.01993
2021-09-14,5.25,,5.226,0.01993
2021-09-15,5.25,,5.2576,0.01993
2021-09-16,5.25,,5.2594,0.01993
2021-09-17,5.25,,5.3103,0.01993
2021-09-18,5.25,,,
2021-09-19,5.25,,,
2021-09-20,5.25,,5.3332,0.01993
2021-09-21,5.25,,5.3044,0.01993
2021-09-22,5.25,,5.2783,0.01993
2021-09-23,6.25,,5.2891,0.023687
2021-09-24,6.25,,5.3435,0.023687
2021-09-25,6.25,,,
2021-09-26,6.25,,,
2021-09-27,6.25,,5.3478,0.023687
2021-09-28,6.25,,5.4206,0.023687
2021-09-29,6.25,,5.4173,0.023687
2021-09-30,6.25,,5.4394,0.023687
2021-10-01,6.25,1.25,5.3911,0.023687
2021-10-02,6.25,,,
2021-10-03,6.25,,,
2021-10-04,6.25,,5.4204,0.023687
2021-10-05,6.25,,5.4611,0.023687
2021-10-06,6.25,,5.5097,0.023687
2021-10-07,6.25,,5.514,0.023687
2021-10-08,6.25,,5.5084,0.023687
2021-10-09,6.25,,,
2021-10-10,6.25,,,
2021-10-11,6.25,,5.5161,0.023687
2021-10-12,6.25,,,
2021-10-13,6.25,,5.5471,0.023687
2021-10-14,6.25,,5.4988,0.023687
2021-10-15,6.25,,5.451,0.023687
2021-10-16,6.25,,,
2021-10-17,6.25,,,
2021-10-18,6.25,,5.5193,0.023687
2021-10-19,6.25,,5.5521,0.023687
2021-10-20,6.25,,5.5571,0.023687
2021-10-21,6.25,,5.6423,0.023687
2021-10-22,6.25,,5.7117,0.023687
2021-10-23,6.25,,,
2021-10-24,6.25,,,
2021-10-25,6.25,,5.5973,0.023687
2021-10-26,6.25,,5.58,0.023687
2021-10-27,6.25,,5.5667,0.023687
2021-10-28,7.75,,5.6124,0.029256
2021-10-29,7.75,,5.643,0.029256
2021-10-30,7.75,,,
2021-10-31,7.75,,,
2021-11-01,7.75,0.95,5.6694,0.029256
2021-11-02,7.75,,,
2021-11-03,7.75,,5.6672,0.029256
2021-11-04,7.75,,5.5942,0.029256
2021-11-05,7.75,,5.5455,0.029256
2021-11-06,7.75,,,
2021-11-07,7.75,,,
2021-11-08,7.75,,5.5627,0.029256
2021-11-09,7.75,,5.4957,0.029256
2021-11-10,7.75,,5.459,0.029256
2021-11-11,7.75,,5.4171,0.029256
2021-11-12,7.75,,5.4199,0.029256
2021-11-13,7.75,,,
2021-11-14,7.75,,,
2021-11-15,7.75,,,
2021-11-16,7.75,,5.4772,0.029256
2021-11-17,7.75,,5.4993,0.029256
2021-11-18,7.75,,5.547,0.029256
2021-11-19,7.75,,5.5584,0.029256
2021-11-20,7.75,,,
2021-11-21,7.75,,,
2021-11-22,7.75,,5.5841,0.029256
2021-11-23,7.75,,5.6456,0.029256
2021-11-24,7.75,,5.6027,0.029256
2021-11-25,7.75,,5.574,0.029256
2021-11-26,7.75,,5.5865,0.029256
2021-11-27,7.75,,,
2021-11-28,7.75,,,
2021-11-29,7.75,,5.6118,0.029256
2021-11-30,7.75,,5.6199,0.029256
2021-12-01,7.75,0.73,5.6168,0.029256
2021-12-02,7.75,,5.6345,0.029256
2021-12-03,7.75,,5.6432,0.029256
2021-12-04,7.75,,,
2021-12-05,7.75,,,
2021-12-06,7.75,,5.6877,0.029256
2021-12-07,7.75,,5.6411,0.029256
2021-12-08,7.75,,5.5779,0.029256
2021-12-09,9.25,,5.5564,0.034749
2021-12-10,9.25,,5.5931,0.034749
2021-12-11,9.25,,,
2021-12-12,9.25,,,
2021-12-13,9.25,,5.6357,0.034749
2021-12-14,9.25,,5.6461,0.034749
2021-12-15,9.25,,5.7127,0.034749
2021-12-16,9.25,,5.6963,0.034749
2021-12-17,9.25,,5.6959,0.034749
2021-12-18,9.25,,,
2021-12-19,9.25,,,
2021-12-20,9.25,,5.7055,0.034749
2021-12-21,9.25,,5.7372,0.034749
2021-12-22,9.25,,5.7201,0.034749
2021-12-23,9.25,,5.691,0.034749
2021-12-24,9.25,,5.6591,0.034749
2021-12-25,9.25,,,
2021-12-26,9.25,,,
2021-12-27,9.25,,5.665,0.034749
2021-12-28,9.25,,5.6438,0.034749
2021-12-29,9.25,,5.6619,0.034749
2021-12-30,9.25,,5.5805,0.034749
2021-12-31,9.25,,5.5805,0.034749
2022-01-01,9.25,0.54,,
2022-01-02,9.25,,,
2022-01-03,9.25,,5.6309,0.034749
2022-01-04,9.25,,5.6776,0.034749
2022-01-05,9.25,,5.6628,0.034749
2022-01-06,9.25,,5.7042,0.034749
2022-01-07,9.25,,5.6753,0.034749
2022-01-08,9.25,,,
2022-01-09,9.25,,,
2022-01-10,9.25,,5.6736,0.034749
2022-01-11,9.25,,5.6351,0.034749
2022-01-12,9.25,,5.5611,0.034749
2022-01-13,9.25,,5.5246,0.034749
2022-01-14,9.25,,5.5349,0.034749
2022-01-15,9.25,,,
2022-01-16,9.25,,,
2022-01-17,9.25,,5.5058,0.034749
2022-01-18,9.25,,5.5213,0.034749
2022-01-19,9.25,,5.4978,0.034749
2022-01-20,9.25,,5.4166,0.034749
2022-01-21,9.25,,5.4401,0.034749
2022-01-22,9.25,,,
2022-01-23,9.25,,,
2022-01-24,9.25,,5.491,0.034749
2022-01-25,9.25,,5.4971,0.034749
2022-01-26,9.25,,5.4324,0.034749
2022-01-27,9.25,,5.3812,0.034749
2022-01-28,9.25,,5.3954,0.034749
2022-01-29,9.25,,,
2022-01-30,9.25,,,
2022-01-31,9.25,,5.3574,0.034749
2022-02-01,9.25,1.01,5.281,0.034749
2022-02-02,9.25,,5.2956,0.034749
2022-02-03,10.75,,5.3025,0.040168
2022-02-04,10.75,,5.3284,0.040168
2022-02-05,10.75,,,
2022-02-06,10.75,,,
2022-02-07,10.75,,5.2913,0.040168
2022-02-08,10.75,,5.2699,0.040168
2022-02-09,10.75,,5.2735,0.040168
2022-02-10,10.75,,5.2101,0.040168
2022-02-11,10.75,,5.1987,0.040168
2022-02-12,10.75,,,
2022-02-13,10.75,,,
2022-02-14,10.75,,5.2106,0.040168
2022-02-15,10.75,,5.1881,0.040168
2022-02-16,10.75,,5.163,0.040168
2022-02-17,10.75,,5.1565,0.040168
2022-02-18,10.75,,5.1339,0.040168
2022-02-19,10.75,,,
2022-02-20,10.75,,,
2022-02-21,10.75,,5.0997,0.040168
2022-02-22,10.75,,5.0611,0.040168
2022-02-23,10.75,,5.0143,0.040168
2022-02-24,10.75,,5.1174,0.040168
2022-02-25,10.75,,5.1394,0.040168
2022-02-26,10.75,,,
2022-02-27,10.75,,,
2022-02-28,10.75,,,
2022-03-01,10.75,1.62,,
2022-03-02,10.75,,5.1347,0.040168
2022-03-03,10.75,,5.0479,0.040168
2022-03-04,10.75,,5.0758,0.040168
2022-03-05,10.75,,,
2022-03-06,10.75,,,
2022-03-07,10.75,,5.0579,0.040168
2022-03-08,10.75,,5.0903,0.040168
2022-03-09,10.75,,5.0094,0.040168
2022-03-10,10.75,,5.0513,0.040168
2022-03-11,10.75,,5.0255,0.040168
2022-03-12,10.75,,,
2022-03-13,10.75,,,
2022-03-14,10.75,,5.0647,0.040168
2022-03-15,10.75,,5.1314,0.040168
2022-03-16,10.75,,5.1287,0.040168
2022-03-17,11.75,,5.0764,0.043739
2022-03-18,11.75,,5.0411,0.043739
2022-03-19,11.75,,,
2022-03-20,11.75,,,
2022-03-21,11.75,,4.9666,0.043739
2022-03-22,11.75,,4.9208,0.043739
2022-03-23,11.75,,4.8704,0.043739
2022-03-24,11.75,,4.8067,0.043739
2022-03-25,11.75,,4.7782,0.043739
2022-03-26,11.75,,,
2022-03-27,11.75,,,
2022-03-28,11.75,,4.7905,0.043739
2022-03-29,11.75,,4.7486,0.043739
2022-03-30,11.75,,4.7497,0.043739
2022-03-31,11.75,,4.7378,0.043739
2022-04-01,11.75,1.06,4.6984,0.043739
2022-04-02,11.75,,,
2022-04-03,11.75,,,
2022-04-04,11.75,,4.6175,0.043739
2022-04-05,11.75,,4.64,0.043739
2022-04-06,11.75,,4.6967,0.043739
2022-04-07,11.75,,4.7422,0.043739
2022-04-08,11.75,,4.7513,0.043739
2022-04-09,11.75,,,
2022-04-10,11.75,,,
2022-04-11,11.75,,4.7025,0.043739
2022-04-12,11.75,,4.6483,0.043739
2022-04-13,11.75,,4.6811,0.043739
2022-04-14,11.75,,4.7158,0.043739
2022-04-15,11.75,,,
2022-04-16,11.75,,,
2022-04-17,11.75,,,
2022-04-18,11.75,,4.6746,0.043739
2022-04-19,11.75,,4.6664,0.043739
2022-04-20,11.75,,4.6397,0.043739
2022-04-21,11.75,,,
2022-04-22,11.75,,4.7326,0.043739
2022-04-23,11.75,,,
2022-04-24,11.75,,,
2022-04-25,11.75,,4.8818,0.043739
2022-04-26,11.75,,4.9666,0.043739
2022-04-27,11.75,,5.0167,0.043739
2022-04-28,11.75,,5.011,0.043739
2022-04-29,11.75,,4.9191,0.043739
2022-04-30,11.75,,,
2022-05-01,11.75,0.47,,
2022-05-02,11.75,,5.0266,0.043739
2022-05-03,11.75,,5.0167,0.043739
2022-05-04,11.75,,5.0093,0.043739
2022-05-05,12.75,,5.0051,0.047279
2022-05-06,12.75,,5.075,0.047279
2022-05-07,12.75,,,
2022-05-08,12.75,,,
2022-05-09,12.75,,5.134,0.047279
2022-05-10,12.75,,5.139,0.047279
2022-05-11,12.75,,5.1244,0.047279
2022-05-12,12.75,,5.1482,0.047279
2022-05-13,12.75,,5.1075,0.047279
2022-05-14,12.75,,,
2022-05-15,12.75,,,
2022-05-16,12.75,,5.0666,0.047279
2022-05-17,12.75,,4.9676,0.047279
2022-05-18,12.75,,4.9592,0.047279
2022-05-19,12.75,,4.9198,0.047279
2022-05-20,12.75,,4.8777,0.047279
2022-05-21,12.75,,,
2022-05-22,12.75,,,
2022-05-23,12.75,,4.7973,0.047279
2022-05-24,12.75,,4.8106,0.047279
2022-05-25,12.75,,4.8359,0.047279
2022-05-26,12.75,,4.7967,0.047279
2022-05-27,12.75,,4.7434,0.047279
2022-05-28,12.75,,,
2022-05-29,12.75,,,
2022-05-30,12.75,,4.7216,0.047279
2022-05-31,12.75,,4.7289,0.047279
2022-06-01,12.75,0.67,4.7765,0.047279
2022-06-02,12.75,,4.7879,0.047279
2022-06-03,12.75,,4.7956,0.047279
2022-06-04,12.75,,,
2022-06-05,12.75,,,
2022-06-06,12.75,,4.7839,0.047279
2022-06-07,12.75,,4.8909,0.047279
2022-06-08,12.75,,4.8711,0.047279
2022-06-09,12.75,,4.8951,0.047279
2022-06-10,12.75,,4.9836,0.047279
2022-06-11,12.75,,,
2022-06-12,12.75,,,
2022-06-13,12.75,,5.1033,0.047279
2022-06-14,12.75,,5.1203,0.047279
2022-06-15,12.75,,5.1119,0.047279
2022-06-16,13.25,,,
2022-06-17,13.25,,5.1313,0.049037
2022-06-18,13.25,,,
2022-06-19,13.25,,,
2022-06-20,13.25,,5.1641,0.049037
2022-06-21,13.25,,5.1462,0.049037
2022-06-22,13.25,,5.1509,0.049037
2022-06-23,13.25,,5.1833,0.049037
2022-06-24,13.25,,5.2334,0.049037
2022-06-25,13.25,,,
2022-06-26,13.25,,,
2022-06-27,13.25,,5.2214,0.049037
2022-06-28,13.25,,5.2179,0.049037
2022-06-29,13.25,,5.2268,0.049037
2022-06-30,13.25,,5.238,0.049037
2022-07-01,13.25,-0.68,5.3142,0.049037
2022-07-02,13.25,,,
2022-07-03,13.25,,,
2022-07-04,13.25,,5.3038,0.049037
2022-07-05,13.25,,5.3899,0.049037
2022-07-06,13.25,,5.4321,0.049037
2022-07-07,13.25,,5.364,0.049037
2022-07-08,13.25,,5.3086,0.049037
2022-07-09,13.25,,,
2022-07-10,13.25,,,
2022-07-11,13.25,,5.3477,0.049037
2022-07-12,13.25,,5.412,0.049037
2022-07-13,13.25,,5.3992,0.049037
2022-07-14,13.25,,5.4568,0.049037
2022-07-15,13.25,,5.4014,0.049037
2022-07-16,13.25,,,
2022-07-17,13.25,,,
2022-07-18,13.25,,5.3675,0.049037
2022-07-19,13.25,,5.3904,0.049037
2022-07-20,13.25,,5.4288,0.049037
2022-07-21,13.25,,5.475,0.049037
2022-07-22,13.25,,5.4522,0.049037
2022-07-23,13.25,,,
2022-07-24,13.25,,,
2022-07-25,13.25,,5.4144,0.049037
2022-07-26,13.25,,5.3608,0.049037
2022-07-27,13.25,,5.3074,0.049037
2022-07-28,13.25,,5.2149,0.049037
2022-07-29,13.25,,5.1884,0.049037
2022-07-30,13.25,,,
